"","ile","czestosc"
"as_edgelist",2,4.39976e-05
"as_mapper",2,4.39976e-05
"ascii",2,4.39976e-05
"askForPassword",2,4.39976e-05
"asNamespace",2,4.39976e-05
"assays",2,4.39976e-05
"assertClass",2,4.39976e-05
"assigment_cnts",2,4.39976e-05
"assigment_rndm",2,4.39976e-05
"assigment_temp",2,4.39976e-05
"assigment_vald",2,4.39976e-05
"assignInNamespace",2,4.39976e-05
"atc2sim",2,4.39976e-05
"AUC",2,4.39976e-05
"augment.ystar",2,4.39976e-05
"authenticate",2,4.39976e-05
"auto.arima",2,4.39976e-05
"autocorr",2,4.39976e-05
"autocorr.plot",2,4.39976e-05
"autoInvalidate",2,4.39976e-05
"available.views",2,4.39976e-05
"ave",2,4.39976e-05
"aveAveDist",2,4.39976e-05
"avePerformance",2,4.39976e-05
"axis.log10",2,4.39976e-05
"axisPhylo",2,4.39976e-05
"B",2,4.39976e-05
"bab",2,4.39976e-05
"backsolve",2,4.39976e-05
"BackSub",2,4.39976e-05
"bad_ps_fun",2,4.39976e-05
"barChart",2,4.39976e-05
"barcodeplot",2,4.39976e-05
"barplot.compareClusterResult",2,4.39976e-05
"barplot2",2,4.39976e-05
"base64Encode",2,4.39976e-05
"basehaz",2,4.39976e-05
"batchGetGSMsuppFile",2,4.39976e-05
"bayesint",2,4.39976e-05
"bb2poly",2,4.39976e-05
"bcp",2,4.39976e-05
"BEAST",2,4.39976e-05
"beta",2,4.39976e-05
"beta.lk",2,4.39976e-05
"beta2m",2,4.39976e-05
"betaqn",2,4.39976e-05
"betweenCov",2,4.39976e-05
"betweenSS",2,4.39976e-05
"bfast",2,4.39976e-05
"bg.adjust.gcrma",2,4.39976e-05
"bibliography",2,4.39976e-05
"bigpar",2,4.39976e-05
"BigWigFileViews",2,4.39976e-05
"bigWigRanges",2,4.39976e-05
"BigWigViews",2,4.39976e-05
"bimd",2,4.39976e-05
"binarize",2,4.39976e-05
"bind_tf_idf",2,4.39976e-05
"binom.test",2,4.39976e-05
"binOp",2,4.39976e-05
"biocinstallRepos",2,4.39976e-05
"bioMatrixLegend",2,4.39976e-05
"bioNetLegend",2,4.39976e-05
"bipartite.projection",2,4.39976e-05
"biplot",2,4.39976e-05
"bit",2,4.39976e-05
"bitr",2,4.39976e-05
"bitr_kegg",2,4.39976e-05
"bitwShiftL",2,4.39976e-05
"Block",2,4.39976e-05
"blockquote",2,4.39976e-05
"blockwiseModules",2,4.39976e-05
"blue2yellow",2,4.39976e-05
"bluepal",2,4.39976e-05
"bmi",2,4.39976e-05
"bmi.quetelet",2,4.39976e-05
"body",2,4.39976e-05
"bookmarkButton",2,4.39976e-05
"bootstrap.predci",2,4.39976e-05
"borders",2,4.39976e-05
"Box.test",2,4.39976e-05
"boxplot.stats",2,4.39976e-05
"bq_data",2,4.39976e-05
"bq_dataset",2,4.39976e-05
"bq_project",2,4.39976e-05
"bq_tables",2,4.39976e-05
"bqr_auth",2,4.39976e-05
"bqr_query",2,4.39976e-05
"branch",2,4.39976e-05
"breakfactor",2,4.39976e-05
"breakToDate",2,4.39976e-05
"brew",2,4.39976e-05
"brewer_pal",2,4.39976e-05
"brewtable_mod",2,4.39976e-05
"bsAlert",2,4.39976e-05
"bsButton",2,4.39976e-05
"bsTooltip",2,4.39976e-05
"BStringSet",2,4.39976e-05
"bubbles",2,4.39976e-05
"bubblesOutput",2,4.39976e-05
"buff_geo",2,4.39976e-05
"build",2,4.39976e-05
"build.corpus",2,4.39976e-05
"build.design",2,4.39976e-05
"build.mcx.obj",2,4.39976e-05
"build_Anno",2,4.39976e-05
"buildArgList",2,4.39976e-05
"bumpChart",2,4.39976e-05
"buy",2,4.39976e-05
"BWT",2,4.39976e-05
"by",2,4.39976e-05
"by_phd",2,4.39976e-05
"by_practicum",2,4.39976e-05
"by_slice",2,4.39976e-05
"by_year",2,4.39976e-05
"c_curves",2,4.39976e-05
"cab",2,4.39976e-05
"cache_filesystem",2,4.39976e-05
"CairoFonts",2,4.39976e-05
"calc.average.surv.rep.by.age",2,4.39976e-05
"calc.errorlod",2,4.39976e-05
"calc.penalties",2,4.39976e-05
"calc_data",2,4.39976e-05
"calc_dim",2,4.39976e-05
"calc_entropy",2,4.39976e-05
"calc_exp2",2,4.39976e-05
"calc_genoprob",2,4.39976e-05
"calc_met",2,4.39976e-05
"calc_object",2,4.39976e-05
"calc_pred",2,4.39976e-05
"calcHypPI",2,4.39976e-05
"calcPeriodChange",2,4.39976e-05
"calcScore",2,4.39976e-05
"calculate_angle",2,4.39976e-05
"calculate_branch_mid",2,4.39976e-05
"calculate_humidex",2,4.39976e-05
"calculate_logLoss",2,4.39976e-05
"calculate_performance",2,4.39976e-05
"calculate_qvalue",2,4.39976e-05
"calibrate_ds",2,4.39976e-05
"callCIF",2,4.39976e-05
"callNextMethod",2,4.39976e-05
"camelToDot",2,4.39976e-05
"cap_at_93",2,4.39976e-05
"card",2,4.39976e-05
"cartogramDiffMap",2,4.39976e-05
"cartogramMap",2,4.39976e-05
"casualties",2,4.39976e-05
"caught",2,4.39976e-05
"caughtCpp",2,4.39976e-05
"CausalImpact",2,4.39976e-05
"causalImpactData",2,4.39976e-05
"causalTable",2,4.39976e-05
"CCcolors",2,4.39976e-05
"cccp.solve",2,4.39976e-05
"CDeathSeq",2,4.39976e-05
"CDeathSeq1",2,4.39976e-05
"ce",2,4.39976e-05
"celfileDate",2,4.39976e-05
"center",2,4.39976e-05
"CFILE",2,4.39976e-05
"CGDS",2,4.39976e-05
"channel",2,4.39976e-05
"charToRaw",2,4.39976e-05
"chartSeries",2,4.39976e-05
"chat",2,4.39976e-05
"check.replace.flag",2,4.39976e-05
"check_all",2,4.39976e-05
"check_bounds",2,4.39976e-05
"check_existence",2,4.39976e-05
"check_quality",2,4.39976e-05
"check_validity",2,4.39976e-05
"checkAlleles",2,4.39976e-05
"checkBid",2,4.39976e-05
"checkbox",2,4.39976e-05
"checkCommittee",2,4.39976e-05
"checkCRSArgs",2,4.39976e-05
"checkFile",2,4.39976e-05
"checkfunc",2,4.39976e-05
"checkinDataToDF",2,4.39976e-05
"checkNeedsLibraryMigration",2,4.39976e-05
"checkParameters",2,4.39976e-05
"checkPkgClasses",2,4.39976e-05
"checksum",2,4.39976e-05
"checkValidPhylo",2,4.39976e-05
"chessboardjsOutput",2,4.39976e-05
"choice",2,4.39976e-05
"chol2inv",2,4.39976e-05
"chooseCol",2,4.39976e-05
"choosePalette",2,4.39976e-05
"chooseTwoSets",2,4.39976e-05
"chop",2,4.39976e-05
"chordDiagram",2,4.39976e-05
"choro.legend",2,4.39976e-05
"choropleth",2,4.39976e-05
"chron",2,4.39976e-05
"ci.length",2,4.39976e-05
"cid2sim",2,4.39976e-05
"cidSimMatrix",2,4.39976e-05
"CIF",2,4.39976e-05
"cim",2,4.39976e-05
"circ",2,4.39976e-05
"circle_fun",2,4.39976e-05
"circos.clear",2,4.39976e-05
"circos.par",2,4.39976e-05
"citation",2,4.39976e-05
"cites_per_year_all",2,4.39976e-05
"classifier",2,4.39976e-05
"classify_emotion",2,4.39976e-05
"classify_polarity",2,4.39976e-05
"clean",2,4.39976e-05
"clean.tweets",2,4.39976e-05
"clean_cat",2,4.39976e-05
"clean_data",2,4.39976e-05
"clean_df",2,4.39976e-05
"clean_md",2,4.39976e-05
"cleanAgeRates",2,4.39976e-05
"cleanbib",2,4.39976e-05
"CleanCensus",2,4.39976e-05
"CleanCensus80",2,4.39976e-05
"cleanDeaths",2,4.39976e-05
"cleanDF",2,4.39976e-05
"CleanHom1994",2,4.39976e-05
"cleanModularity",2,4.39976e-05
"cleanMun100mi",2,4.39976e-05
"cleanNames",2,4.39976e-05
"clear.cold.start",2,4.39976e-05
"clearControls",2,4.39976e-05
"clearElement",2,4.39976e-05
"clearInputAndSet",2,4.39976e-05
"clearMarkers",2,4.39976e-05
"clearShapes",2,4.39976e-05
"clickElement",2,4.39976e-05
"clickOpts",2,4.39976e-05
"clnrule",2,4.39976e-05
"clone",2,4.39976e-05
"closeDataset",2,4.39976e-05
"closeness",2,4.39976e-05
"ClosestMatch2",2,4.39976e-05
"ClosestMatchCoord",2,4.39976e-05
"cloud",2,4.39976e-05
"clusplot",2,4.39976e-05
"cluster_label_prop",2,4.39976e-05
"cmdscale",2,4.39976e-05
"cmurl",2,4.39976e-05
"cnetplot.enrichResult",2,4.39976e-05
"cnetplot_internal",2,4.39976e-05
"coalesce",2,4.39976e-05
"COBRAapp",2,4.39976e-05
"code",2,4.39976e-05
"cohort_built",2,4.39976e-05
"cohort_data",2,4.39976e-05
"cohort_dims",2,4.39976e-05
"cohort_metrics",2,4.39976e-05
"col.rev.actionButton",2,4.39976e-05
"col_character",2,4.39976e-05
"col_fun",2,4.39976e-05
"col_sums",2,4.39976e-05
"col2hsv",2,4.39976e-05
"collect_yaml",2,4.39976e-05
"colLookup",2,4.39976e-05
"color_scale",2,4.39976e-05
"color_stops",2,4.39976e-05
"colorBin",2,4.39976e-05
"colorFunction",2,4.39976e-05
"colorize_vector",2,4.39976e-05
"colorpal",2,4.39976e-05
"colorRamp2",2,4.39976e-05
"colourInput",2,4.39976e-05
"colouriser",2,4.39976e-05
"colSel",2,4.39976e-05
"columns",2,4.39976e-05
"ComBat",2,4.39976e-05
"combine",2,4.39976e-05
"combine.counts",2,4.39976e-05
"CombineFiles",2,4.39976e-05
"combineScores",2,4.39976e-05
"comma",2,4.39976e-05
"commandInput",2,4.39976e-05
"comment",2,4.39976e-05
"commentsDataToDF",2,4.39976e-05
"commentsListToDF",2,4.39976e-05
"commits",2,4.39976e-05
"commonality.cloud",2,4.39976e-05
"communities",2,4.39976e-05
"compare_to_dummy",2,4.39976e-05
"compareBids",2,4.39976e-05
"comparegeno",2,4.39976e-05
"compareorder",2,4.39976e-05
"comparison.cloud",2,4.39976e-05
"compile.dev.table",2,4.39976e-05
"compileFunction",2,4.39976e-05
"complete",2,4.39976e-05
"completeDates",2,4.39976e-05
"components",2,4.39976e-05
"composedMat",2,4.39976e-05
"compute.animation",2,4.39976e-05
"compute.cutpoints",2,4.39976e-05
"compute.stderr",2,4.39976e-05
"compute_rmsle",2,4.39976e-05
"computeCat",2,4.39976e-05
"computedPCA2GO",2,4.39976e-05
"computeIC",2,4.39976e-05
"condinformation",2,4.39976e-05
"conf_fun_reduced",2,4.39976e-05
"confplot_reduced",2,4.39976e-05
"confplots",2,4.39976e-05
"ConnectFour",2,4.39976e-05
"construct.geocode.url",2,4.39976e-05
"construct_null",2,4.39976e-05
"contains",2,4.39976e-05
"containsLoops",2,4.39976e-05
"context",2,4.39976e-05
"contour.beta",2,4.39976e-05
"contour3d",2,4.39976e-05
"contourLines",2,4.39976e-05
"ContourLines2SLDF",2,4.39976e-05
"controls",2,4.39976e-05
"converged",2,4.39976e-05
"convert_temperature",2,4.39976e-05
"convert_time",2,4.39976e-05
"convert2bcsft",2,4.39976e-05
"convertCSV",2,4.39976e-05
"convertFactors",2,4.39976e-05
"convertIdentifiers",2,4.39976e-05
"convertToDate",2,4.39976e-05
"convertX",2,4.39976e-05
"convertY",2,4.39976e-05
"cook",2,4.39976e-05
"cooks.distance",2,4.39976e-05
"coord_quickmap",2,4.39976e-05
"cophenetic",2,4.39976e-05
"copy",2,4.39976e-05
"copyDataset",2,4.39976e-05
"copyFile",2,4.39976e-05
"cor.prob",2,4.39976e-05
"cor2vec",2,4.39976e-05
"corbetw2mat",2,4.39976e-05
"corCreate",2,4.39976e-05
"coredata",2,4.39976e-05
"corPvalueStudent",2,4.39976e-05
"corRatio",2,4.39976e-05
"correlatedValue",2,4.39976e-05
"cospi",2,4.39976e-05
"countBioc",2,4.39976e-05
"countMonthsPosts",2,4.39976e-05
"countMonthsTweets",2,4.39976e-05
"countWeeksPosts",2,4.39976e-05
"countXO",2,4.39976e-05
"cov",2,4.39976e-05
"coverageSingleRange",2,4.39976e-05
"coxsimLinear",2,4.39976e-05
"cpcb_data",2,4.39976e-05
"cpmFilter",2,4.39976e-05
"cpt.mean",2,4.39976e-05
"cputest",2,4.39976e-05
"cr_compact",2,4.39976e-05
"cr_members",2,4.39976e-05
"cran_downloads0",2,4.39976e-05
"create.map",2,4.39976e-05
"create_draft",2,4.39976e-05
"create_git_log_file",2,4.39976e-05
"create_matrix",2,4.39976e-05
"create_parent",2,4.39976e-05
"create2GDAL",2,4.39976e-05
"createBr",2,4.39976e-05
"createCall",2,4.39976e-05
"createCondBr",2,4.39976e-05
"createDDS",2,4.39976e-05
"createDoubleConstant",2,4.39976e-05
"createFCmp",2,4.39976e-05
"createGDF",2,4.39976e-05
"createGEP",2,4.39976e-05
"createGlobalVariable",2,4.39976e-05
"createGrid",2,4.39976e-05
"createICmp",2,4.39976e-05
"createIntegerConstant",2,4.39976e-05
"createLineChart",2,4.39976e-05
"createLink",2,4.39976e-05
"createLoad",2,4.39976e-05
"createLocalVariable",2,4.39976e-05
"createMultiFolds",2,4.39976e-05
"createOAuthToken",2,4.39976e-05
"createRetVoid",2,4.39976e-05
"createRLT",2,4.39976e-05
"createSelect",2,4.39976e-05
"createSExt",2,4.39976e-05
"createSheet",2,4.39976e-05
"createSQLFunction",2,4.39976e-05
"createStore",2,4.39976e-05
"createUniqueId",2,4.39976e-05
"createWorkbook",2,4.39976e-05
"credentials",2,4.39976e-05
"cross_mark",2,4.39976e-05
"crossprod_simple_triplet_matrix",2,4.39976e-05
"CRSargs",2,4.39976e-05
"cscale",2,4.39976e-05
"cshp",2,4.39976e-05
"csv_files",2,4.39976e-05
"ctree",2,4.39976e-05
"ctree_control",2,4.39976e-05
"cudist",2,4.39976e-05
"cumultplotly",2,4.39976e-05
"curData_brush",2,4.39976e-05
"curData_brush_multifac",2,4.39976e-05
"curData_click",2,4.39976e-05
"curData_zoomClick",2,4.39976e-05
"curl",2,4.39976e-05
"curlSetOpt",2,4.39976e-05
"current_countmat",2,4.39976e-05
"current_x",2,4.39976e-05
"cutreeDynamic",2,4.39976e-05
"cv.cutfold",2,4.39976e-05
"cv.lars",2,4.39976e-05
"cvfun",2,4.39976e-05
"cvplot",2,4.39976e-05
"cvtable",2,4.39976e-05
"cyclestreet_route",2,4.39976e-05
"daily",2,4.39976e-05
"daily_downloads",2,4.39976e-05
"data.class",2,4.39976e-05
"data.set",2,4.39976e-05
"data_file",2,4.39976e-05
"data_imputation",2,4.39976e-05
"dataGen",2,4.39976e-05
"dataInBounds",2,4.39976e-05
"dataInput",2,4.39976e-05
"dataLoad",2,4.39976e-05
"dataset_chooser_UI",2,4.39976e-05
"dataset_plotter_UI",2,4.39976e-05
"dataset_summarizer_UI",2,4.39976e-05
"dataTableProxy",2,4.39976e-05
"dataViewport",2,4.39976e-05
"datayears",2,4.39976e-05
"date_type_function",2,4.39976e-05
"Date2decimal",2,4.39976e-05
"date2numeric",2,4.39976e-05
"dateInput",2,4.39976e-05
"day_from_date",2,4.39976e-05
"day_func",2,4.39976e-05
"day_in_text",2,4.39976e-05
"dayOfDeath",2,4.39976e-05
"dbClearResult",2,4.39976e-05
"dbColumnInfo",2,4.39976e-05
"dbExistsTable",2,4.39976e-05
"dbFetch",2,4.39976e-05
"dblclickOpts",2,4.39976e-05
"dbListFields",2,4.39976e-05
"dbRemoveTable",2,4.39976e-05
"dcauchy",2,4.39976e-05
"dcurve",2,4.39976e-05
"ddays",2,4.39976e-05
"ddjnonparam_ews",2,4.39976e-05
"deal",2,4.39976e-05
"debounce",2,4.39976e-05
"debounced_data",2,4.39976e-05
"debug",2,4.39976e-05
"decideTests",2,4.39976e-05
"decideTestsDGE",2,4.39976e-05
"decimal2Date",2,4.39976e-05
"declareFunction",2,4.39976e-05
"def",2,4.39976e-05
"default.stringsAsFactors",2,4.39976e-05
"defmacro",2,4.39976e-05
"deframe",2,4.39976e-05
"degree_distribution",2,4.39976e-05
"deja_vu",2,4.39976e-05
"delay",2,4.39976e-05
"deldir",2,4.39976e-05
"DELETE",2,4.39976e-05
"delete.edges",2,4.39976e-05
"delete.NULLs",2,4.39976e-05
"delete.SB.table.project",2,4.39976e-05
"delete_edges",2,4.39976e-05
"Delt",2,4.39976e-05
"dem.model",2,4.39976e-05
"demo",2,4.39976e-05
"dens",2,4.39976e-05
"density.lf",2,4.39976e-05
"density.ppp",2,4.39976e-05
"densityplotly",2,4.39976e-05
"depth",2,4.39976e-05
"deriv3",2,4.39976e-05
"describe",2,4.39976e-05
"desDA",2,4.39976e-05
"DESeqDataSetFromTximport",2,4.39976e-05
"design.mat",2,4.39976e-05
"desktop",2,4.39976e-05
"destroy",2,4.39976e-05
"detectable",2,4.39976e-05
"dev.hold",2,4.39976e-05
"dev.new",2,4.39976e-05
"dev.print",2,4.39976e-05
"deviance",2,4.39976e-05
"device",2,4.39976e-05
"dfs",2,4.39976e-05
"di2multi",2,4.39976e-05
"dialogPage",2,4.39976e-05
"diff_pages",2,4.39976e-05
"differential.abundance",2,4.39976e-05
"dIn",2,4.39976e-05
"dino.dist",2,4.39976e-05
"dir_create",2,4.39976e-05
"dir_exists",2,4.39976e-05
"dir_info",2,4.39976e-05
"DirichReg",2,4.39976e-05
"discPower",2,4.39976e-05
"discretize",2,4.39976e-05
"display",2,4.39976e-05
"display.brewer.all",2,4.39976e-05
"display.stats",2,4.39976e-05
"dispMeanRel",2,4.39976e-05
"disqual",2,4.39976e-05
"dist2",2,4.39976e-05
"distances",2,4.39976e-05
"distee",2,4.39976e-05
"dl_data",2,4.39976e-05
"dlCount",2,4.39976e-05
"dmap",2,4.39976e-05
"DNAString",2,4.39976e-05
"Dnorm",2,4.39976e-05
"do_bq",2,4.39976e-05
"do_recovery",2,4.39976e-05
"doBookmark",2,4.39976e-05
"dockflow",2,4.39976e-05
"docklet_create",2,4.39976e-05
"docklet_run",2,4.39976e-05
"docs",2,4.39976e-05
"doctorPlot",2,4.39976e-05
"document",2,4.39976e-05
"dodata",2,4.39976e-05
"doggie_praise",2,4.39976e-05
"doit",2,4.39976e-05
"doSim",2,4.39976e-05
"dotPlot",2,4.39976e-05
"dotplot.compareClusterResult",2,4.39976e-05
"dotplot_internal",2,4.39976e-05
"double",2,4.39976e-05
"download.KEGG.Module",2,4.39976e-05
"download.KEGG.Path",2,4.39976e-05
"download.packages",2,4.39976e-05
"download.phylopic",2,4.39976e-05
"download.phylopic_internal",2,4.39976e-05
"download_images",2,4.39976e-05
"download_KEGG",2,4.39976e-05
"downloadCount",2,4.39976e-05
"downloadGEO.internal",2,4.39976e-05
"downloadPictures",2,4.39976e-05
"downloads",2,4.39976e-05
"downsample",2,4.39976e-05
"DR_data",2,4.39976e-05
"drake_config",2,4.39976e-05
"draw",2,4.39976e-05
"draw.circle",2,4.39976e-05
"draw.one.CVvsMstar",2,4.39976e-05
"draw.several.CVvsMstar",2,4.39976e-05
"draw.tradeoff.fun",2,4.39976e-05
"draw_gmap",2,4.39976e-05
"draw_panel",2,4.39976e-05
"drawit",2,4.39976e-05
"drawModularity",2,4.39976e-05
"drawParty",2,4.39976e-05
"drawSingleModularity",2,4.39976e-05
"drop.levels",2,4.39976e-05
"drop.markers",2,4.39976e-05
"drop.nullmarkers",2,4.39976e-05
"drop.tip",2,4.39976e-05
"drop_auth",2,4.39976e-05
"drop_dir",2,4.39976e-05
"drop_na",2,4.39976e-05
"drop_upload",2,4.39976e-05
"drop7",2,4.39976e-05
"Drop7",2,4.39976e-05
"dropAnno",2,4.39976e-05
"dropBoard",2,4.39976e-05
"dropdownMenu",2,4.39976e-05
"dropfromqtl",2,4.39976e-05
"droplet_delete",2,4.39976e-05
"droponemarker",2,4.39976e-05
"dropRollCall",2,4.39976e-05
"drv",2,4.39976e-05
"dt_fill_na",2,4.39976e-05
"dtriang",2,4.39976e-05
"dunnTest",2,4.39976e-05
"durbinWatsonTest",2,4.39976e-05
"dyCSS",2,4.39976e-05
"dyEvent",2,4.39976e-05
"dyLegend",2,4.39976e-05
"dynamicSelectOutput",2,4.39976e-05
"dyRoller",2,4.39976e-05
"dyShading",2,4.39976e-05
"easyMCA",2,4.39976e-05
"ecount",2,4.39976e-05
"edge.pal",2,4.39976e-05
"ee_observations",2,4.39976e-05
"eigenR2",2,4.39976e-05
"elementLengths",2,4.39976e-05
"elementMetadata",2,4.39976e-05
"elementNROWS",2,4.39976e-05
"elementSendKeys",2,4.39976e-05
"elimFall",2,4.39976e-05
"em",2,4.39976e-05
"em.mix",2,4.39976e-05
"embed_fonts",2,4.39976e-05
"eml_publish",2,4.39976e-05
"eml_write",2,4.39976e-05
"Encoding",2,4.39976e-05
"ends",2,4.39976e-05
"enquantile",2,4.39976e-05
"enquo",2,4.39976e-05
"enrichDisease",2,4.39976e-05
"enricher_internal",2,4.39976e-05
"enrichGO",2,4.39976e-05
"enrichMap",2,4.39976e-05
"enrichOverlap.peak.internal",2,4.39976e-05
"enrichPeakOverlap",2,4.39976e-05
"entibble",2,4.39976e-05
"envelope",2,4.39976e-05
"errorcheck",2,4.39976e-05
"errorFunc",2,4.39976e-05
"est.map",2,4.39976e-05
"est.rf",2,4.39976e-05
"estimateCommonDisp",2,4.39976e-05
"estimateDisp",2,4.39976e-05
"estimateSizeFactorsForMatrix",2,4.39976e-05
"estimateTagwiseDisp",2,4.39976e-05
"estimation",2,4.39976e-05
"ets",2,4.39976e-05
"EUtilsGet",2,4.39976e-05
"EUtilsSummary",2,4.39976e-05
"eval.parent",2,4.39976e-05
"eval.secure",2,4.39976e-05
"evalDSC",2,4.39976e-05
"EvaluateAUC",2,4.39976e-05
"evalWithTimeout",2,4.39976e-05
"evcent",2,4.39976e-05
"eventData",2,4.39976e-05
"eventDataToDF",2,4.39976e-05
"eventlog",2,4.39976e-05
"ExactMatch",2,4.39976e-05
"exactTest",2,4.39976e-05
"excitedRW2d",2,4.39976e-05
"excludeGOterm",2,4.39976e-05
"executeScript",2,4.39976e-05
"existsFunction",2,4.39976e-05
"exp.lk",2,4.39976e-05
"exp_gen_funcs",2,4.39976e-05
"exp_ui",2,4.39976e-05
"expand",2,4.39976e-05
"expand_data",2,4.39976e-05
"expect_identical",2,4.39976e-05
"expect_is",2,4.39976e-05
"expit",2,4.39976e-05
"exponential.inv",2,4.39976e-05
"export_hc",2,4.39976e-05
"export_oww",2,4.39976e-05
"exportNetworkToCytoscape",2,4.39976e-05
"extender",2,4.39976e-05
"extends",2,4.39976e-05
"EXTID2NAME",2,4.39976e-05
"EXTID2TERMID",2,4.39976e-05
"extract.bribes",2,4.39976e-05
"extract.clade",2,4.39976e-05
"extract.data",2,4.39976e-05
"extract.nyu",2,4.39976e-05
"extract.results",2,4.39976e-05
"extract.treeinfo.jplace",2,4.39976e-05
"extract_colours",2,4.39976e-05
"extract_element",2,4.39976e-05
"extract_figs",2,4.39976e-05
"extract_media",2,4.39976e-05
"extract_ranges",2,4.39976e-05
"extractDigits",2,4.39976e-05
"extractMunCode",2,4.39976e-05
"extractStateCode",2,4.39976e-05
"extractTitle",2,4.39976e-05
"extraTrees",2,4.39976e-05
"F.from.m",2,4.39976e-05
"f.read.analyze.header",2,4.39976e-05
"f.read.nifti.header",2,4.39976e-05
"f.read.nifti.volume",2,4.39976e-05
"f_for_loop",2,4.39976e-05
"f_lapply_row",2,4.39976e-05
"f_pmap",2,4.39976e-05
"f_split_lapply",2,4.39976e-05
"f_subset",2,4.39976e-05
"f_transpose",2,4.39976e-05
"facet",2,4.39976e-05
"facet_plot",2,4.39976e-05
"factorial",2,4.39976e-05
"factorize",2,4.39976e-05
"false.pos",2,4.39976e-05
"fastgreedy.community",2,4.39976e-05
"fastlm",2,4.39976e-05
"fbOAuth",2,4.39976e-05
"fct_lump",2,4.39976e-05
"fct_reorder2",2,4.39976e-05
"fct_rev",2,4.39976e-05
"fct_shift",2,4.39976e-05
"fdr_fun",2,4.39976e-05
"feature",2,4.39976e-05
"feature.construction",2,4.39976e-05
"featureNames",2,4.39976e-05
"features",2,4.39976e-05
"fec.from.m",2,4.39976e-05
"fen",2,4.39976e-05
"ffib",2,4.39976e-05
"fgsea",2,4.39976e-05
"fib",2,4.39976e-05
"fibc",2,4.39976e-05
"fields_wrap",2,4.39976e-05
"file.choose",2,4.39976e-05
"file.create",2,4.39976e-05
"file.mtime",2,4.39976e-05
"file_copy",2,4.39976e-05
"file_dir",2,4.39976e-05
"file_exists",2,4.39976e-05
"file_out",2,4.39976e-05
"filename",2,4.39976e-05
"fileUpload",2,4.39976e-05
"FillDown",2,4.39976e-05
"filmstrip",2,4.39976e-05
"filter.counts",2,4.39976e-05
"filter.tags",2,4.39976e-05
"filter_activity_frequency",2,4.39976e-05
"filter_case",2,4.39976e-05
"filter_throughput_time",2,4.39976e-05
"filteredData",2,4.39976e-05
"filterTasks",2,4.39976e-05
"finaldraw",2,4.39976e-05
"find.binding.positions",2,4.39976e-05
"find.interaction",2,4.39976e-05
"find.marker",2,4.39976e-05
"find.markerindex",2,4.39976e-05
"find.package",2,4.39976e-05
"find_active_projects",2,4.39976e-05
"find_maintained_projects",2,4.39976e-05
"find_mirror",2,4.39976e-05
"find_pages",2,4.39976e-05
"find_projects",2,4.39976e-05
"find_root",2,4.39976e-05
"find_unbalanced",2,4.39976e-05
"find_ymax",2,4.39976e-05
"findAnomalies",2,4.39976e-05
"findCard",2,4.39976e-05
"findColours",2,4.39976e-05
"findCreditCards",2,4.39976e-05
"findDupMarkers",2,4.39976e-05
"findElement",2,4.39976e-05
"findElements",2,4.39976e-05
"findElementsFromElement",2,4.39976e-05
"findFreqTerms",2,4.39976e-05
"findGlobals",2,4.39976e-05
"findNextPosition",2,4.39976e-05
"FindReplace",2,4.39976e-05
"first_person_prop",2,4.39976e-05
"fish_names",2,4.39976e-05
"fisher.test",2,4.39976e-05
"fit_generator",2,4.39976e-05
"fitqtl",2,4.39976e-05
"fitted.values",2,4.39976e-05
"fiveUTRsByTranscript",2,4.39976e-05
"fix.open.closed",2,4.39976e-05
"fix_citations",2,4.39976e-05
"fix_codetags",2,4.39976e-05
"fix_equations",2,4.39976e-05
"fix_flickr",2,4.39976e-05
"fix_gdp",2,4.39976e-05
"fix_img_tags",2,4.39976e-05
"fix_name",2,4.39976e-05
"fixmath",2,4.39976e-05
"flattenSquareMatrix",2,4.39976e-05
"flevels",2,4.39976e-05
"flickr.photos.getSizes",2,4.39976e-05
"floating.pie",2,4.39976e-05
"flow_images_from_directory",2,4.39976e-05
"flush",2,4.39976e-05
"flush.console",2,4.39976e-05
"follow",2,4.39976e-05
"font_import",2,4.39976e-05
"foo",2,4.39976e-05
"food_recognition",2,4.39976e-05
"footer",2,4.39976e-05
"forkbomb",2,4.39976e-05
"format.Date",2,4.39976e-05
"format_axis",2,4.39976e-05
"format_format",2,4.39976e-05
"format_sci",2,4.39976e-05
"formatCuadranteForJSON",2,4.39976e-05
"formatDaily",2,4.39976e-05
"formatMonthly",2,4.39976e-05
"formatSectorForJSON",2,4.39976e-05
"formatTwDate",2,4.39976e-05
"formatWeekly",2,4.39976e-05
"formData",2,4.39976e-05
"formLinkageGroups",2,4.39976e-05
"fortify.phylo",2,4.39976e-05
"ForwardPropagation",2,4.39976e-05
"ForwardSub",2,4.39976e-05
"FRatio",2,4.39976e-05
"fred_loop",2,4.39976e-05
"from",2,4.39976e-05
"fry",2,4.39976e-05
"fs",2,4.39976e-05
"fscad",2,4.39976e-05
"fscale",2,4.39976e-05
"fscaret",2,4.39976e-05
"fsrnbr",2,4.39976e-05
"fsva",2,4.39976e-05
"ftable",2,4.39976e-05
"fte_theme",2,4.39976e-05
"full_data",2,4.39976e-05
"fullgrid",2,4.39976e-05
"Function",2,4.39976e-05
"G",2,4.39976e-05
"g_legend",2,4.39976e-05
"ga_auth",2,4.39976e-05
"ga_data",2,4.39976e-05
"gam",2,4.39976e-05
"gamma",2,4.39976e-05
